rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
11,EPIC 201160662.01,EPIC 201160662,,,EPIC 201160662,EPIC 201160662.01,,,TIC 49504409,Gaia DR2 3599805123787755648,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.5374115,0.0000062,-0.0000061,0,,,,,45,12,-17,0,4,1.1,-1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456810.497,0.00019,-0.00019,0,BJD,0,,,,,1.4564,0.0069,-0.0069,0,2.3808,0.048,-0.0456,0,3.59,0.1,-0.17,0,0.259,0.071,-0.099,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.599,0.047,-0.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m59.48s,174.9978388,-05d02m25.63s,-5.0404536,53.48995,272.0325,-6.61276,177.41464,50.3403886,0.0586333,-0.0586333,13.2274,0.109857,-0.109857,-48.5715,0.0528941,-0.0528941,666.23,22.917,-21.467,1.47286,0.0495985,-0.0495985,12.548,0,0,12.382,0.092,-0.092,11.163,0.026,-0.026,10.848,0.026,-0.026,10.797,0.024,-0.024,14.7316,0.0055187,-0.0055187,12.5269,0.001103,-0.001103,12.195,0.0012347,-0.0012347,12.1367,0.0013202,-0.0013202,13.4362,0.0067102,-0.0067102,10.711,0.023,-0.023,10.688,0.02,-0.02,10.459,0.083,-0.083,8.865,,,12.0464,0.00129,-0.00129,,,,11.7233,0.0071,-0.0071,12.122,,,2019-09-05,2019-09,2019-09-05,0,1,1,0,0,0,0,0,0
12,EPIC 201164625.01,EPIC 201164625,,,EPIC 201164625,EPIC 201164625.01,,,TIC 56754094,Gaia DR2 3597373244585991936,1,CANDIDATE,Livingston et al. 2018,1,0,0,0,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2018-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.71189,0.00068,-0.00056,0,,,,,4.34,0.43,-0.35,0,0.387,0.038,-0.031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336,59,-60,0,,,,,2457583.136,0.0112,-0.0179,0,BJD,0,0.43,0.35,-0.3,0,0.02,,,0,3.1008,,,0,5.5,1.1,-1.5,0,0.0121,0.001,-0.0008,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6402,133.53,-125.16,0,3.16745,0.174094,-0.203167,0,1.28,0.272756,-0.136366,0,,,,,,1.18138,0.03715,-0.04567,0,3.54386,0.107945,-0.081808,0,,,,,0.056787,0.017177,-0.013543,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m22.49s,181.5936878,-04d56m48.14s,-4.9467043,56.1264,282.49332,-3.9044,183.42793,4.566737,0.0720635,-0.0720635,-3.6771,0.0797506,-0.0797506,2.70814,0.0551509,-0.0551509,1032.42,45.09,-41.543,0.939386,0.0403492,-0.0403492,12.013,0.229,-0.229,11.461,0.016,-0.016,11.002,0.024,-0.024,10.791,0.027,-0.027,10.777,0.023,-0.023,,,,,,,,,,,,,,,,10.698,0.024,-0.024,10.719,0.021,-0.021,10.651,0.182,-0.182,8.032,,,11.8357,0.000338,-0.000338,,,,11.4865,0.007,-0.007,11.919,,,2018-08-02,2018-08,2018-08-02,0,10,1,0,0,0,0,0,0
13,EPIC 201166680.01,K2-243,,,EPIC 201166680,EPIC 201166680.01,,,TIC 96199085,Gaia DR2 3597570989175080576,1,CANDIDATE,Mayo et al. 2018,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,18.10549,0.010083,-0.012897,0,,,,,2.09985108,0.30569846,-0.20056538,0,0.19,0.03,-0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.94517,0.77598,-1.69853,0,2457598.193,0.020571,-0.015611,0,BJD,0,,,,,,,,,,,,,26.263676,5.294142,-8.940986,0,0.015719,0.001734,-0.001188,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6213,50,-50,0,1.224685,0.11631,-0.071545,0,,,,,0.14,0.08,-0.08,0,[Fe/H],,,,,4.32,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h04m29.07s,181.1211419,-04d53m56.89s,-4.8991358,56.0218,281.66644,-4.04845,182.9761,64.4472506,0.1014242,-0.1014242,-61.8134,0.103981,-0.103981,18.236,0.0652128,-0.0652128,266.864,3.516,-3.428,3.71914,0.048381,-0.048381,11.508,0.178,-0.178,10.971,0.012,-0.012,9.852,0.022,-0.022,9.637,0.023,-0.023,9.591,0.021,-0.021,,,,,,,,,,,,,,,,9.539,0.022,-0.022,9.597,0.02,-0.02,9.489,0.072,-0.072,8.16,,,10.7424,0.000405,-0.000405,,,,10.3748,0.0073,-0.0073,10.897,,,2018-02-15,2018-03,2018-02-15,0,10,1,0,0,0,0,0,0
14,EPIC 201170410.02,EPIC 201170410,b,K2-327 b,EPIC 201170410,EPIC 201170410.02,,,TIC 38116202,Gaia DR2 3786541956697428224,1,CONFIRMED,del Ser &amp; Fors 2020,1,1,0,0,Transit,2020,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2020-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,6.7987,0.0001,-0.0001,0,0.0349,0.0027,-0.0022,0,1.047,0.276,-0.257,0,0.09340708,0.02462307,-0.022928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,89.0025,0.4142,-0.2885,0,2456813.149,0.0006,-0.0005,0,BJD,0,0.46,0.2,-0.14,0,,,,,,,,,,,,,0.034,0.0007,-0.0006,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,3648,172,-143,0,0.282,0.074,-0.069,0,0.287,0.101,-0.084,0,-0.048,0.15,-0.21,0,[Fe/H],,,,,4.999,0.075,-0.075,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,51.24569,264.99528,-8.32309,172.84294,21.8630759,2.2138133,-2.2138133,8.57776,2.21762,-2.21762,-20.1101,2.21312,-2.21312,,,,,,,19.456,0.162,-0.162,17.6984,0.0471,-0.0471,13.464,0.026,-0.026,12.856,0.022,-0.022,12.619,0.027,-0.027,,,,,,,,,,,,,,,,12.45,0.024,-0.024,12.291,0.025,-0.025,11.803,,,8.892,,,16.4386,0.007283,-0.007283,,,,15.3176,0.0096,-0.0096,15.673,,,2020-11-13,2020-08,2020-11-19,0,1,1,0,0,0,0,0,0
15,EPIC 201176672.01,EPIC 201176672,,,EPIC 201176672,EPIC 201176672.01,,,TIC 443616789,Gaia DR2 3786782921542870528,1,CANDIDATE,Crossfield et al. 2016,1,0,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,79.9999,0.0098,-0.0098,0,,,,,10.2,2.1,-2.1,0,0.91,0.19,-0.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456877.805,0.0015,-0.0015,0,BJD,0,,,,,,,,,11.7504,0.1704,-0.1704,0,,,,,0.18,0.011,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4542,130,-130,0,0.508,0.098,-0.098,0,,,,,,,,,,,,,,4.747,0.097,-0.097,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h16m35.97s,169.1498727,-04d39m23.19s,-4.6564416,50.81973,263.5583,-8.5755,171.86572,83.1631456,0.1152371,-0.1152371,-79.9358,0.11773,-0.11773,22.9429,0.0789285,-0.0789285,333.46,7.579,-7.255,2.97164,0.0661661,-0.0661661,15.334,0.086,-0.086,14.258,0.149,-0.149,12.315,0.027,-0.027,11.741,0.023,-0.023,11.604,0.023,-0.023,,,,,,,,,,,,,,,,11.565,0.024,-0.024,11.575,0.022,-0.022,11.614,0.253,-0.253,9.147,,,13.9651,0.000401,-0.000401,,,,13.3053,0.0065,-0.0065,13.98,,,2016-07-18,2016-09,2016-07-18,0,1,1,0,0,0,0,0,0
16,EPIC 201176672.02,EPIC 201176672,,,EPIC 201176672,EPIC 201176672.02,,,TIC 443616789,Gaia DR2 3786782921542870528,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,30,8.3,-10.6,0,3,0.74,-0.946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456877.804,0.0005,-0.0005,0,BJD,0,,,,,3.06,0.011,-0.012,0,14.472,0.192,-0.216,0,,,,,0.39,0.1,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.707,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h16m35.97s,169.1498727,-04d39m23.19s,-4.6564416,50.81973,263.5583,-8.5755,171.86572,83.1631456,0.1152371,-0.1152371,-79.9358,0.11773,-0.11773,22.9429,0.0789285,-0.0789285,333.46,7.579,-7.255,2.97164,0.0661661,-0.0661661,15.334,0.086,-0.086,14.258,0.149,-0.149,12.315,0.027,-0.027,11.741,0.023,-0.023,11.604,0.023,-0.023,,,,,,,,,,,,,,,,11.565,0.024,-0.024,11.575,0.022,-0.022,11.614,0.253,-0.253,9.147,,,13.9651,0.000401,-0.000401,,,,13.3053,0.0065,-0.0065,13.98,,,2019-09-05,2019-09,2019-09-05,0,1,1,0,0,0,0,0,0
17,EPIC 201180665.01,EPIC 201180665,,,EPIC 201180665,EPIC 201180665.01,,,TIC 349458175,Gaia DR2 3597117268831903872,1,CANDIDATE,Livingston et al. 2018,1,0,0,0,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2018-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,17.77297,0.00009,-0.00009,0,,,,,26.44,0.65,-0.65,0,2.359,0.058,-0.058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,34,-33,0,,,,,2457586.499,0.0002,-0.0002,0,BJD,0,0.68,0.01,-0.01,0,3.662,,,0,2.8992,,,0,33.3,0.3,-0.3,0,0.1892,0.0008,-0.0009,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5847,82.63,-157.44,0,1.25428,0.066004,-0.055051,0,1.06,0.116397,-0.152212,0,,,,,,0.21921,0.01872,-0.01831,0,4.26659,0.079353,-0.076592,0,,,,,0.757342,0.188168,-0.136381,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m40.73s,184.1697015,-04d33m37.42s,-4.5603949,57.21742,286.78199,-2.52858,185.63296,28.633837,0.0498437,-0.0498437,-26.7254,0.0519403,-0.0519403,-10.2786,0.0322748,-0.0322748,601.265,9.088,-8.827,1.63444,0.0245882,-0.0245882,13.881,0.007,-0.007,13.327,0.08,-0.08,12.008,0.024,-0.024,11.686,0.024,-0.024,11.65,0.019,-0.019,,,,,,,,,,,,,,,,11.635,0.023,-0.023,11.66,0.023,-0.023,11.648,0.252,-0.252,8.589,,,13.0873,0.000521,-0.000521,,,,12.6521,0.0069,-0.0069,13.08,,,2018-08-02,2018-08,2018-08-02,0,10,1,0,0,0,0,0,0
18,EPIC 201182911.01,EPIC 201182911,,,EPIC 201182911,EPIC 201182911.01,,,TIC 173109451,Gaia DR2 3786283056068678912,1,CANDIDATE,Vanderburg et al. 2016,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.99656225,,,0,,,,,32.8,,,0,2.92622,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456811.09,,,0,BJD,0,0.53,,,0,35.5,,,0,2.26,,,0,,,,,0.6256,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3727,,,0,0.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m50.50s,172.7104166,-04d30m27.33s,-4.5075924,52.85404,268.27344,-7.03187,175.0951,3.2604002,0.0740191,-0.0740191,-1.5629,0.100641,-0.100641,2.86139,0.0639658,-0.0639658,335.632,6.7025,-6.7025,2.95191,0.0590277,-0.0590277,17.937,0,0,16.226,0.286,-0.286,13.238,0.027,-0.027,12.544,0.022,-0.022,12.335,0.027,-0.027,19.5005,0.0307992,-0.0307992,17.0342,0.0043261,-0.0043261,15.6088,0.0033099,-0.0033099,14.8653,0.0032713,-0.0032713,14.4434,0.0040318,-0.0040318,12.31,0.023,-0.023,12.257,0.023,-0.023,11.748,0.243,-0.243,8.648,,,15.4518,0.001097,-0.001097,,,,14.4539,0.007806,-0.007806,15.516,,,2015-12-05,2016-01,2015-12-05,0,1,1,0,0,0,0,0,0
19,EPIC 201197348.01,EPIC 201197348,,,EPIC 201197348,EPIC 201197348.01,,,TIC 62965118,Gaia DR2 3600148038273461632,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.912381,,,0,,,,,3.55,,,0,0.31670979,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456825.111,,,0,BJD,0,0.21,,,0,0.252,,,0,3.03,,,0,,,,,0.04445,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4224,,,0,0.65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059,55.19886,274.58724,-4.97569,178.99012,20.7933424,0.0751198,-0.0751198,-20.7339,0.075279,-0.075279,-1.57114,0.0383849,-0.0383849,360.103,5.725,-5.552,2.7488,0.0431477,-0.0431477,16.82,0.057,-0.057,15.537,0.046,-0.046,13.239,0.024,-0.024,12.585,0.022,-0.022,12.424,0.027,-0.027,,,,,,,,,,,,,,,,12.393,0.024,-0.024,12.464,0.024,-0.024,12.151,0.442,-0.442,8.547,,,15.0437,0.000289,-0.000289,,,,14.2931,0.0065,-0.0065,15.135,,,2015-12-05,2016-01,2015-12-05,0,1,1,0,0,0,0,0,0
20,EPIC 201197348.01,EPIC 201197348,,,EPIC 201197348,EPIC 201197348.01,,,TIC 62965118,Gaia DR2 3600148038273461632,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.9139,0.0018,-0.002,0,,,,,3.24,0.33,-0.56,0,0.289,0.029,-0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456825.111,0.0045,-0.0042,0,BJD,0,,,,,0.24,0.017,-0.018,0,3.264,0.24,-0.312,0,32.6,9.7,-4.8,0,0.046,0.0038,-0.0078,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.647,0.038,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059,55.19886,274.58724,-4.97569,178.99012,20.7933424,0.0751198,-0.0751198,-20.7339,0.075279,-0.075279,-1.57114,0.0383849,-0.0383849,360.103,5.725,-5.552,2.7488,0.0431477,-0.0431477,16.82,0.057,-0.057,15.537,0.046,-0.046,13.239,0.024,-0.024,12.585,0.022,-0.022,12.424,0.027,-0.027,,,,,,,,,,,,,,,,12.393,0.024,-0.024,12.464,0.024,-0.024,12.151,0.442,-0.442,8.547,,,15.0437,0.000289,-0.000289,,,,14.2931,0.0065,-0.0065,15.135,,,2019-09-05,2019-09,2019-09-05,0,1,1,0,0,0,0,0,0
